peak_index,mz,mass_resolution,snr,intensity,base_peak_ratio,fwhm
3452,1127.7489,21729,2.8,151,0.1,0.0519
3453,1128.4516,19562,2.5,138,0.1,0.0577
3454,1128.5248,24194,3,163,0.1,0.0466
3455,1128.582,26520,3,163,0.1,0.0426
3456,1128.6233,15715,3.9,215,0.2,0.0718
3457,1128.6854,22006,3.9,212,0.2,0.0513
3458,1129.4731,35374,2.7,150,0.1,0.0319
3459,1129.5466,18448,6.9,377,0.3,0.0612
3460,1129.6094,26532,3.5,190,0.2,0.0426
3461,1129.6707,29711,3,164,0.1,0.038
3462,1130.4558,21234,2.4,131,0.1,0.0532
3463,1130.5494,13649,4.8,263,0.2,0.0828
3464,1131.5569,19313,3.8,209,0.2,0.0586
3465,1131.721,22755,4.8,267,0.2,0.0497
3466,1132.5047,19228,2.6,144,0.1,0.0589
3467,1132.5444,22548,2.9,161,0.1,0.0502
3468,1132.5806,16434,3.1,169,0.1,0.0689
3469,1132.6244,21400,2.9,159,0.1,0.0529
3470,1132.7227,22045,3.2,179,0.1,0.0514
3471,1133.4936,23625,2.7,147,0.1,0.048
3472,1133.5445,21864,3.8,212,0.2,0.0518
3473,1133.6409,14772,3.8,209,0.2,0.0767
3474,1133.6886,26580,2.8,155,0.1,0.0427
3475,1134.5453,20615,3.2,180,0.1,0.055
3476,1134.6454,16245,3.2,176,0.1,0.0698
3477,1135.5142,21932,2.9,159,0.1,0.0518
3478,1135.6024,12451,3.5,192,0.2,0.0912
3479,1135.7147,22593,6.8,377,0.3,0.0503
3480,1136.5206,21291,2.5,139,0.1,0.0534
3481,1136.5986,22488,3.1,172,0.1,0.0505
3482,1136.669,16379,2.8,155,0.1,0.0694
3483,1136.718,23213,5.1,287,0.2,0.049
3484,1137.4946,22062,3.1,174,0.1,0.0516
3485,1137.6743,16524,6.7,377,0.3,0.0689
3486,1138.5105,17758,2.9,164,0.1,0.0641
3487,1138.5554,30920,2.6,146,0.1,0.0368
3488,1138.5707,28780,2.4,134,0.1,0.0396
3489,1138.6124,20821,2.6,143,0.1,0.0547
3490,1138.679,13637,4.7,265,0.2,0.0835
3491,1139.5047,16636,3,171,0.1,0.0685
3492,1139.5972,13429,4.5,252,0.2,0.0849
3493,1139.6867,18495,6.8,383,0.3,0.0616
3494,1140.518,19389,2.7,154,0.1,0.0588
3495,1140.5995,17835,3.6,204,0.2,0.064
3496,1140.6506,53323,3.8,217,0.2,0.0214
3497,1140.6922,22335,5.2,291,0.2,0.0511
3498,1141.5311,30482,3.3,188,0.2,0.0374
3499,1141.6477,16529,8.7,493,0.4,0.0691
3500,1141.7653,22036,2.3,129,0.1,0.0518
3501,1142.5343,26683,3.2,181,0.1,0.0428
3502,1142.5818,23719,2.9,164,0.1,0.0482
3503,1142.6531,16012,6.3,355,0.3,0.0714
3504,1143.484,22021,2.7,152,0.1,0.0519
3505,1143.5562,11269,4.3,246,0.2,0.1015
3506,1143.6507,15791,4.4,251,0.2,0.0724
3507,1144.5602,20237,3.6,206,0.2,0.0566
3508,1144.6457,16713,2.8,160,0.1,0.0685
3509,1145.5395,30536,3.6,204,0.2,0.0375
3510,1145.6429,12557,3.2,183,0.1,0.0912
3511,1145.736,23770,2.9,168,0.1,0.0482
3512,1146.5298,19440,3,170,0.1,0.059
3513,1146.5646,21384,3,173,0.1,0.0536
3514,1146.6437,16845,2.8,163,0.1,0.0681
3515,1146.7375,28361,2.4,138,0.1,0.0404
3516,1147.5556,20548,6.2,354,0.3,0.0558
3517,1147.6571,25393,9.1,522,0.4,0.0452
3518,1148.5587,15751,3.9,225,0.2,0.0729
3519,1148.6605,19513,6.1,348,0.3,0.0589
3520,1149.5257,21412,3.1,177,0.1,0.0537
3521,1149.571,26766,3.6,206,0.2,0.0429
3522,1149.612,23792,3.6,206,0.2,0.0483
3523,1149.6638,15295,4.4,252,0.2,0.0752
3524,1149.732,31443,13,749,0.6,0.0366
3525,1150.476,23300,2.5,143,0.1,0.0494
3526,1150.5173,19474,2.7,158,0.1,0.0591
3527,1150.585,26777,2.9,170,0.1,0.043
3528,1150.6773,15302,2.7,155,0.1,0.0752
3529,1150.7351,30562,8.9,513,0.4,0.0377
3530,1151.5069,19962,2.8,162,0.1,0.0577
3531,1151.5472,21431,2.9,166,0.1,0.0537
3532,1151.6865,17253,4.1,238,0.2,0.0668
3533,1151.7315,21617,3.8,220,0.2,0.0533
3534,1152.5002,23822,2.4,141,0.1,0.0484
3535,1152.5384,26800,2.6,148,0.1,0.043
3536,1152.5631,53601,2.6,148,0.1,0.0215
3537,1152.6932,20828,3.3,191,0.2,0.0553
3538,1153.5299,53623,2.7,156,0.1,0.0215
3539,1153.5678,19500,3.2,187,0.2,0.0592
3540,1153.6412,26813,4.1,239,0.2,0.043
3541,1153.7006,20085,5.2,300,0.2,0.0574
3542,1154.4761,22535,2.3,135,0.1,0.0512
3543,1154.5231,12461,2.5,148,0.1,0.0926
3544,1154.5621,21459,2.8,164,0.1,0.0538
3545,1154.6418,18556,3.4,201,0.2,0.0622
3546,1154.705,18106,3.8,219,0.2,0.0638
3547,1155.4739,10418,2.2,131,0.1,0.1109
3548,1155.5172,17890,2.4,143,0.1,0.0646
3549,1155.5787,22518,2.9,172,0.1,0.0513
3550,1155.6416,16799,7.2,422,0.3,0.0688
3551,1156.4571,18332,2.1,123,0.1,0.0631
3552,1156.543,21913,2.6,155,0.1,0.0528
3553,1156.6466,15193,5.1,301,0.2,0.0761
3554,1157.4908,26858,2.5,148,0.1,0.0431
3555,1157.5798,21066,3.5,205,0.2,0.055
3556,1157.6405,16951,5.2,307,0.3,0.0683
3557,1158.5212,26870,2.5,147,0.1,0.0431
3558,1158.6054,21497,3.1,182,0.1,0.0539
3559,1158.6405,19543,3.5,205,0.2,0.0593
3560,1159.5426,27770,2.9,170,0.1,0.0418
3561,1159.6124,17439,3.8,227,0.2,0.0665
3562,1159.7512,19542,2.2,132,0.1,0.0593
3563,1160.5082,33260,2.4,144,0.1,0.0349
3564,1160.549,21687,2.8,168,0.1,0.0535
3565,1160.6176,15253,3.4,199,0.2,0.0761
3566,1161.5009,35872,2.7,159,0.1,0.0324
3567,1161.573,22485,7.5,446,0.4,0.0517
3568,1161.6712,18762,4,235,0.2,0.0619
3569,1162.4951,35888,2.3,138,0.1,0.0324
3570,1162.5765,21620,5.5,325,0.3,0.0538
3571,1162.6697,20638,3.1,186,0.2,0.0563
3572,1163.5282,35903,3.3,199,0.2,0.0324
3573,1163.5747,22076,3.6,212,0.2,0.0527
3574,1163.6297,16185,4.6,273,0.2,0.0719
3575,1163.7465,28611,7.4,437,0.4,0.0407
3576,1164.5273,22204,2.9,174,0.1,0.0524
3577,1164.6369,14441,3.7,220,0.2,0.0806
3578,1164.7493,20305,4.7,281,0.2,0.0574
3579,1165.5209,16629,3.1,182,0.1,0.0701
3580,1165.6429,17968,3.2,189,0.2,0.0649
3581,1165.7084,17362,4.6,273,0.2,0.0671
3582,1166.5267,9898,2.5,151,0.1,0.1179
3583,1166.5942,35951,2.4,143,0.1,0.0324
3584,1166.6377,19610,2.5,149,0.1,0.0595
3585,1166.7114,16134,3.5,212,0.2,0.0723
3586,1167.514,23977,2.6,153,0.1,0.0487
3587,1167.5946,36358,2.8,170,0.1,0.0321
3588,1167.6348,21580,3.2,193,0.2,0.0541
3589,1167.7171,16443,3.2,194,0.2,0.071
3590,1168.5486,26986,2.6,153,0.1,0.0433
3591,1168.5871,23988,2.6,155,0.1,0.0487
3592,1168.6371,21532,2.7,165,0.1,0.0543
3593,1168.7135,23198,2.5,149,0.1,0.0504
3594,1169.5406,22329,2.8,171,0.1,0.0524
3595,1169.5855,23998,2.8,167,0.1,0.0487
3596,1169.661,11941,4.2,253,0.2,0.098
3597,1170.5374,21607,2.7,160,0.1,0.0542
3598,1170.5776,27307,2.5,153,0.1,0.0429
3599,1170.6623,13719,3.3,199,0.2,0.0853
3600,1171.4879,25205,2.3,141,0.1,0.0465
3601,1171.5859,21617,3,179,0.1,0.0542
3602,1171.6528,14369,3.5,211,0.2,0.0815
3603,1172.5353,36042,2.5,151,0.1,0.0325
3604,1172.5774,21210,2.6,159,0.1,0.0553
3605,1172.6246,24029,2.6,157,0.1,0.0488
3606,1172.653,18694,2.5,152,0.1,0.0627
3607,1173.4923,21574,2.3,141,0.1,0.0544
3608,1173.5603,36058,2.7,161,0.1,0.0325
3609,1173.5753,54087,2.6,160,0.1,0.0217
3610,1173.6263,14235,2.8,172,0.1,0.0824
3611,1174.4882,19212,2.2,136,0.1,0.0611
3612,1174.5318,25667,2.4,148,0.1,0.0458
3613,1174.5674,54110,2.3,141,0.1,0.0217
3614,1174.6159,27056,2.5,151,0.1,0.0434
3615,1174.6444,72149,2.3,142,0.1,0.0163
3616,1175.5865,15393,3.8,232,0.2,0.0764
3617,1175.7037,14101,3.6,222,0.2,0.0834
3618,1176.5884,12421,3,181,0.1,0.0947
3619,1176.6539,24070,2.4,145,0.1,0.0489
3620,1176.7012,22522,2.9,180,0.1,0.0522
3621,1177.5491,36119,3.6,218,0.2,0.0326
3622,1177.6139,24080,2.9,177,0.1,0.0489
3623,1177.6414,31995,2.8,173,0.1,0.0368
3624,1177.7626,22783,5.3,322,0.3,0.0517
3625,1178.5528,21681,2.9,180,0.1,0.0544
3626,1178.6153,36135,2.5,151,0.1,0.0326
3627,1178.6517,22126,2.5,153,0.1,0.0533
3628,1178.6951,27103,2.2,135,0.1,0.0435
3629,1178.7659,25309,4.2,257,0.2,0.0466
3630,1179.49,24099,2.4,145,0.1,0.0489
3631,1179.5742,21035,2.8,171,0.1,0.0561
3632,1179.625,15493,2.5,156,0.1,0.0761
3633,1179.7234,36152,3.1,192,0.2,0.0326
3634,1180.5043,36164,2.2,137,0.1,0.0326
3635,1180.5845,36166,2.3,141,0.1,0.0326
3636,1180.6112,27125,2.4,150,0.1,0.0435
3637,1180.6476,18368,2.2,135,0.1,0.0643
3638,1180.7244,20636,2.3,144,0.1,0.0572
3639,1181.4957,17908,2.5,155,0.1,0.066
3640,1181.524,54270,2.5,152,0.1,0.0218
3641,1181.5964,13371,4,244,0.2,0.0884
3642,1181.6611,19741,3,185,0.2,0.0599
3643,1182.5001,10937,2.2,136,0.1,0.1081
3644,1182.5299,22257,2.4,148,0.1,0.0531
3645,1182.6001,19782,3.3,206,0.2,0.0598
3646,1182.6598,20137,2.5,154,0.1,0.0587
3647,1183.4942,27158,2.3,145,0.1,0.0436
3648,1183.5955,12419,3.2,196,0.2,0.0953
3649,1183.6692,18410,5.3,328,0.3,0.0643
3650,1184.5028,10781,2.1,127,0.1,0.1099
3651,1184.5916,14195,2.6,164,0.1,0.0835
3652,1184.6738,17202,4.1,252,0.2,0.0689
3653,1185.4958,19233,2.5,156,0.1,0.0616
3654,1185.5959,36243,2.6,162,0.1,0.0327
3655,1185.6095,36243,2.7,169,0.1,0.0327
3656,1185.6688,16329,4.1,253,0.2,0.0726
3657,1186.4999,21754,2.2,134,0.1,0.0545
3658,1186.5439,23140,2.3,144,0.1,0.0513
3659,1186.5829,24172,2.4,147,0.1,0.0491
3660,1186.6001,33754,2.2,138,0.1,0.0352
3661,1186.6313,36258,2.5,154,0.1,0.0327
3662,1186.67,17543,3.1,191,0.2,0.0676
3663,1187.5075,21763,2.5,154,0.1,0.0546
3664,1187.5893,22093,2.5,158,0.1,0.0538
3665,1187.6603,27206,2.6,159,0.1,0.0437
3666,1188.52,11326,2.1,133,0.1,0.1049
3667,1188.5911,24192,2.2,136,0.1,0.0491
3668,1188.6378,24193,2.2,138,0.1,0.0491
3669,1188.6756,28681,2.2,135,0.1,0.0414
3670,1189.5149,18151,2.4,150,0.1,0.0655
3671,1189.6014,22276,3.3,209,0.2,0.0534
3672,1189.6874,27229,2.3,144,0.1,0.0437
3673,1189.7246,17109,3.1,190,0.2,0.0695
3674,1190.5243,33739,2.3,141,0.1,0.0353
3675,1190.5614,24615,2.4,151,0.1,0.0484
3676,1190.6081,22566,2.8,177,0.1,0.0528
3677,1190.7286,20843,2.6,162,0.1,0.0571
3678,1191.5624,18167,2.8,173,0.1,0.0656
3679,1191.6107,21801,2.7,169,0.1,0.0547
3680,1191.6977,21801,2.7,167,0.1,0.0547
3681,1191.7786,23503,3.8,241,0.2,0.0507
3682,1192.5316,21809,2.2,141,0.1,0.0547
3683,1192.5668,24232,2.4,153,0.1,0.0492
3684,1192.6269,24233,2.3,146,0.1,0.0492
3685,1192.7823,21756,2.6,164,0.1,0.0548
3686,1193.5635,19835,2.9,179,0.1,0.0602
3687,1193.6217,36365,2.4,152,0.1,0.0328
3688,1193.6498,36365,2.4,151,0.1,0.0328
3689,1193.7396,15860,2.6,165,0.1,0.0753
3690,1194.5677,21827,2.5,155,0.1,0.0547
3691,1194.6188,21828,2.1,130,0.1,0.0547
3692,1194.7383,22204,2,127,0.1,0.0538
3693,1195.5359,21836,2.4,150,0.1,0.0547
3694,1195.6029,11883,2.4,148,0.1,0.1006
3695,1195.6738,19109,2.4,152,0.1,0.0626
3696,1196.5137,21950,2.2,138,0.1,0.0545
3697,1196.553,72819,2.2,141,0.1,0.0164
3698,1196.5717,54615,2.3,144,0.1,0.0219
3699,1196.6069,27308,2.4,148,0.1,0.0438
3700,1196.6816,17474,2,128,0.1,0.0685
3701,1197.5177,21855,2.3,142,0.1,0.0548
3702,1197.5662,19933,2.8,177,0.1,0.0601
3703,1197.6022,22747,2.4,154,0.1,0.0526
3704,1197.6857,17990,3.4,216,0.2,0.0666
3705,1198.5321,36440,2.2,139,0.1,0.0329
3706,1198.5711,16652,2.6,167,0.1,0.072
3707,1198.6097,27330,2.3,147,0.1,0.0439
3708,1198.6885,18455,2.8,178,0.1,0.065
3709,1199.4956,22313,2.2,141,0.1,0.0538
3710,1199.5774,54683,2.7,168,0.1,0.0219
3711,1199.6151,19885,2.6,164,0.1,0.0603
3712,1199.6783,15826,2.8,180,0.1,0.0758
3713,1200.5045,36469,2,128,0.1,0.0329
3714,1200.5874,21883,2.5,158,0.1,0.0549
3715,1200.6789,17530,2.4,154,0.1,0.0685
3716,1201.476,23974,2,130,0.1,0.0501
3717,1201.5176,36485,2.1,136,0.1,0.0329
3718,1201.5595,21891,2.3,144,0.1,0.0549
3719,1201.5979,22091,2.5,158,0.1,0.0544
3720,1201.6676,29084,2.4,154,0.1,0.0413
3721,1202.5231,23252,2.2,137,0.1,0.0517
3722,1202.5706,31286,2.2,138,0.1,0.0384
3723,1202.6059,27376,2.2,138,0.1,0.0439
3724,1202.6548,36502,2,128,0.1,0.0329
3725,1202.6828,24335,2,125,0.1,0.0494
3726,1203.4908,18257,2.3,143,0.1,0.0659
3727,1203.5825,21910,2.7,169,0.1,0.0549
3728,1203.6608,27388,2.1,134,0.1,0.0439
3729,1203.7429,21277,2.7,175,0.1,0.0566
3730,1204.5041,21918,2,129,0.1,0.055
3731,1204.5857,17696,2.5,161,0.1,0.0681
3732,1204.6258,21063,2.3,146,0.1,0.0572
3733,1204.7449,23284,2.5,158,0.1,0.0517
3734,1205.5846,34685,2.6,168,0.1,0.0348
3735,1205.6317,16868,2.2,140,0.1,0.0715
3736,1205.7318,19732,2.3,150,0.1,0.0611
3737,1205.7878,25481,2,128,0.1,0.0473
3738,1206.5211,36561,2.1,136,0.1,0.033
3739,1206.5858,54843,2.2,143,0.1,0.022
3740,1206.6048,36562,2.3,145,0.1,0.033
3741,1206.6539,20705,2.4,151,0.1,0.0583
3742,1206.696,24376,2.1,136,0.1,0.0495
3743,1207.5067,18411,2,126,0.1,0.0656
3744,1207.5381,27432,2.3,147,0.1,0.044
3745,1207.5767,19951,2.6,165,0.1,0.0605
3746,1207.6495,25373,2.3,146,0.1,0.0476
3747,1207.7507,18801,2.2,140,0.1,0.0642
3748,1208.5127,14140,2,131,0.1,0.0855
3749,1208.5836,19959,2.2,138,0.1,0.0606
3750,1208.6312,27445,2.1,132,0.1,0.044
3751,1208.6584,36593,2.1,134,0.1,0.033
3752,1209.5554,22633,2.3,147,0.1,0.0534
3753,1209.605,31378,2.4,155,0.1,0.0385
3754,1209.6913,21590,2.1,138,0.1,0.056
3755,1210.5304,24075,2.2,142,0.1,0.0503
3756,1210.5731,25596,2.2,142,0.1,0.0473
3757,1210.6172,21974,2.2,144,0.1,0.0551
3758,1211.5153,15701,2,132,0.1,0.0772
3759,1211.5454,54955,2.1,138,0.1,0.022
3760,1211.5854,21983,2.4,154,0.1,0.0551
3761,1211.6239,19984,2.2,142,0.1,0.0606
3762,1211.6993,22352,3,190,0.2,0.0542
3763,1212.5185,18326,2.1,138,0.1,0.0662
3764,1212.585,25274,2.4,156,0.1,0.048
3765,1212.6407,24436,2,129,0.1,0.0496
3766,1212.6969,16903,2.4,157,0.1,0.0717
3767,1213.5309,22195,2.3,146,0.1,0.0547
3768,1213.5775,20318,2.4,152,0.1,0.0597
3769,1213.6286,16924,2.2,139,0.1,0.0717
3770,1213.7002,16926,2.6,166,0.1,0.0717
3771,1214.5217,36682,2.1,133,0.1,0.0331
3772,1214.5875,22010,2.2,143,0.1,0.0552
3773,1214.6241,16931,2.1,136,0.1,0.0717
3774,1214.6981,27359,2.2,139,0.1,0.0444
3775,1215.5612,27615,2.4,154,0.1,0.044
3776,1215.5977,15682,2.1,139,0.1,0.0775
3777,1215.643,25162,2.1,135,0.1,0.0483
3778,1215.6928,22020,2.1,134,0.1,0.0552
3779,1216.533,16944,2.2,142,0.1,0.0718
3780,1216.5747,24475,2.2,142,0.1,0.0497
3781,1216.6482,36714,1.9,123,0.1,0.0331
3782,1217.5516,39831,2.3,146,0.1,0.0306
3783,1217.5597,62302,2.2,141,0.1,0.0195
3784,1217.5875,27546,2.3,146,0.1,0.0442
3785,1217.7593,17499,2.7,175,0.1,0.0696
3786,1218.5797,20042,2.1,135,0.1,0.0608
3787,1218.7598,17136,2.7,173,0.1,0.0711
3788,1219.5786,20050,2.5,163,0.1,0.0608
3789,1219.7369,26108,2.4,158,0.1,0.0467
3790,1220.5547,23615,2.2,144,0.1,0.0517
3791,1220.5845,55160,2.1,139,0.1,0.0221
3792,1220.673,14278,2.9,191,0.2,0.0855
3793,1220.7327,23454,2,128,0.1,0.052
3794,1221.5933,18494,4.4,290,0.2,0.0661
3795,1221.6723,20773,2.4,159,0.1,0.0588
3796,1222.594,15902,3.3,218,0.2,0.0769
3797,1222.6789,22083,2.1,138,0.1,0.0554
3798,1223.6037,18409,2.4,158,0.1,0.0665
3799,1224.549,22246,2,133,0.1,0.055
3800,1224.5902,22100,2.2,147,0.1,0.0554
3801,1224.6695,24556,2,128,0.1,0.0499
3802,1225.5312,19613,1.9,123,0.1,0.0625
3803,1225.5935,20099,2.3,149,0.1,0.061
3804,1225.7126,17463,2.3,150,0.1,0.0702
3805,1226.5816,36863,2.1,141,0.1,0.0333
3806,1226.61,36864,2.2,141,0.1,0.0333
3807,1226.6729,55297,1.9,124,0.1,0.0222
3808,1226.7132,22588,2.2,145,0.1,0.0543
3809,1227.5209,22127,2,130,0.1,0.0555
3810,1227.5542,22127,2,134,0.1,0.0555
3811,1227.6076,18214,2.3,150,0.1,0.0674
3812,1227.7032,15185,2,130,0.1,0.0809
3813,1228.537,36893,2,131,0.1,0.0333
3814,1228.5828,23666,2.1,138,0.1,0.0519
3815,1228.6185,20124,2.1,140,0.1,0.0611
3816,1228.7117,24486,2,134,0.1,0.0502
3817,1229.5786,36908,2.2,148,0.1,0.0333
3818,1229.6909,37539,2,131,0.1,0.0328
3819,1229.7166,22146,2,131,0.1,0.0555
3820,1230.5326,20140,2,133,0.1,0.0611
3821,1230.5761,22363,2.2,144,0.1,0.055
3822,1230.6194,24616,2.1,139,0.1,0.05
3823,1230.6521,55387,2,130,0.1,0.0222
3824,1231.507,20148,1.9,124,0.1,0.0611
3825,1231.5556,36938,2.2,143,0.1,0.0333
3826,1231.5983,23703,2.2,149,0.1,0.052
3827,1231.6322,48584,2.1,137,0.1,0.0254
3828,1231.7734,23228,2.8,185,0.2,0.053
3829,1232.5386,22172,2,132,0.1,0.0556
3830,1232.5805,24002,2.1,139,0.1,0.0514
3831,1232.6229,36954,2,131,0.1,0.0334
3832,1232.6622,18904,1.9,127,0.1,0.0652
3833,1232.7728,18257,2.4,158,0.1,0.0675
3834,1233.5603,36968,2.1,137,0.1,0.0334
3835,1233.5947,21812,1.9,127,0.1,0.0566
3836,1233.64,22182,2.1,137,0.1,0.0556
3837,1233.7529,24016,2.2,149,0.1,0.0514
3838,1234.5654,36983,2.1,138,0.1,0.0334
3839,1234.6221,27738,1.9,129,0.1,0.0445
3840,1234.6871,16046,3.1,205,0.2,0.0769
3841,1234.744,18493,1.8,123,0.1,0.0668
3842,1235.5643,25353,2.2,148,0.1,0.0487
3843,1235.605,22469,2.5,168,0.1,0.055
3844,1235.693,17668,2.9,195,0.2,0.0699
3845,1236.6141,19185,2.1,144,0.1,0.0645
3846,1236.6965,37015,2.3,154,0.1,0.0334
3847,1237.5714,22721,2.5,171,0.1,0.0545
3848,1237.6532,27644,2,135,0.1,0.0448
3849,1237.6954,20198,2,134,0.1,0.0613
3850,1238.5784,15876,2.1,141,0.1,0.078
3851,1238.6311,27783,1.9,128,0.1,0.0446
3852,1239.5582,37058,2.1,143,0.1,0.0334
3853,1239.6132,20214,2.1,140,0.1,0.0613
3854,1239.6546,23174,1.8,124,0.1,0.0535
3855,1239.7304,17172,2.2,145,0.1,0.0722
3856,1240.5557,22006,2.1,138,0.1,0.0564
3857,1240.595,22244,2.1,139,0.1,0.0558
3858,1240.7205,12486,1.9,129,0.1,0.0994
3859,1241.5497,20230,2,134,0.1,0.0614
3860,1241.6219,22253,2.1,141,0.1,0.0558
3861,1241.6631,22254,2,138,0.1,0.0558
3862,1241.7155,22254,2,138,0.1,0.0558
3863,1242.5749,17685,1.9,125,0.1,0.0703
3864,1242.6484,17125,2.1,144,0.1,0.0726
3865,1243.5541,11629,1.9,131,0.1,0.1069
3866,1243.5835,24367,2.1,145,0.1,0.051
3867,1243.6304,24746,2,138,0.1,0.0503
3868,1243.7206,25678,1.9,130,0.1,0.0484
3869,1244.5721,24755,2.1,139,0.1,0.0503
3870,1244.6149,39771,1.9,132,0.1,0.0313
3871,1244.6553,18834,2,139,0.1,0.0661
3872,1245.5593,20262,2.1,142,0.1,0.0615
3873,1245.6209,27861,2.2,150,0.1,0.0447
3874,1245.7878,22481,2.5,169,0.1,0.0554
3875,1246.5457,27872,1.9,127,0.1,0.0447
3876,1246.5843,24775,1.9,131,0.1,0.0503
3877,1246.6241,37163,2,137,0.1,0.0335
3878,1246.6697,20647,2,134,0.1,0.0604
3879,1246.7889,22300,2.1,145,0.1,0.0559
3880,1247.5658,22307,2,139,0.1,0.0559
3881,1247.6062,24785,2,139,0.1,0.0503
3882,1247.6573,24786,1.9,130,0.1,0.0503
3883,1247.6903,20280,1.8,124,0.1,0.0615
3884,1247.7684,37180,2.5,173,0.1,0.0336
3885,1248.5574,22875,2,137,0.1,0.0546
3886,1248.5933,22773,2,134,0.1,0.0548
3887,1248.7003,15035,2.2,154,0.1,0.0831
3888,1248.7694,19052,2.1,144,0.1,0.0655
3889,1249.6214,16949,2.3,157,0.1,0.0737
3890,1249.7084,20296,2.1,141,0.1,0.0616
3891,1250.5693,22450,1.9,129,0.1,0.0557
3892,1250.6134,23894,2,139,0.1,0.0523
3893,1250.6991,16640,1.9,133,0.1,0.0752
3894,1251.5552,27928,1.9,133,0.1,0.0448
3895,1251.5959,22814,2.1,143,0.1,0.0549
3896,1252.5403,20319,1.9,129,0.1,0.0616
3897,1252.5906,18626,1.8,127,0.1,0.0672
3898,1252.6699,37253,1.8,124,0.1,0.0336
3899,1253.5695,27950,1.9,133,0.1,0.0449
3900,1253.6113,23308,1.9,134,0.1,0.0538
3901,1253.7042,22361,1.8,123,0.1,0.0561
3902,1254.5576,23410,1.9,129,0.1,0.0536
3903,1254.6006,22369,1.9,132,0.1,0.0561
3904,1254.6444,24855,1.8,123,0.1,0.0505
3905,1254.6944,24856,1.8,125,0.1,0.0505
3906,1254.7317,20800,2,136,0.1,0.0603
3907,1255.5419,22326,2,140,0.1,0.0562
3908,1255.5873,31969,1.9,133,0.1,0.0393
3909,1255.6325,37297,1.8,127,0.1,0.0337
3910,1255.7273,24866,1.9,132,0.1,0.0505
3911,1256.5501,13169,1.9,134,0.1,0.0954
3912,1256.6213,38562,1.8,128,0.1,0.0326
3913,1256.6691,19723,2.3,157,0.1,0.0637
3914,1257.5674,23607,2,139,0.1,0.0533
3915,1257.6047,24036,1.9,133,0.1,0.0523
3916,1257.6925,13938,1.9,130,0.1,0.0902
3917,1257.7439,24886,1.9,130,0.1,0.0505
3918,1258.5553,37341,1.9,134,0.1,0.0337
3919,1258.595,28006,1.9,133,0.1,0.0449
3920,1258.6896,25418,2.5,178,0.1,0.0495
3921,1259.5461,22413,1.9,131,0.1,0.0562
3922,1259.5935,22414,1.9,134,0.1,0.0562
3923,1259.6338,56035,1.9,130,0.1,0.0225
3924,1259.6824,22132,2.1,147,0.1,0.0569
3925,1259.8032,21299,2.2,157,0.1,0.0591
3926,1260.5721,22422,1.9,133,0.1,0.0562
3927,1260.6137,14948,1.8,127,0.1,0.0843
3928,1260.6996,14949,1.8,124,0.1,0.0843
3929,1260.8032,23456,2,137,0.1,0.0538
3930,1261.5676,22431,2.1,144,0.1,0.0562
3931,1261.6103,22432,1.9,135,0.1,0.0562
3932,1261.7018,20168,1.8,126,0.1,0.0626
3933,1261.7831,18694,2.1,149,0.1,0.0675
3934,1262.5841,32058,1.9,136,0.1,0.0394
3935,1262.7185,22441,2,138,0.1,0.0563
3936,1262.7828,20737,1.9,137,0.1,0.0609
3937,1263.567,56123,1.9,131,0.1,0.0225
3938,1263.5911,37415,1.9,132,0.1,0.0338
3939,1263.6329,28062,1.9,133,0.1,0.045
3940,1263.7247,30980,1.9,135,0.1,0.0408
3941,1263.7585,26703,2,140,0.1,0.0473
3942,1264.6243,56146,1.8,130,0.1,0.0225
3943,1264.7181,20418,1.8,128,0.1,0.0619
3944,1264.7594,26440,1.8,124,0.1,0.0478
3945,1265.5707,28084,1.9,138,0.1,0.0451
3946,1265.6059,20425,1.9,132,0.1,0.062
3947,1266.5653,22476,1.9,135,0.1,0.0564
3948,1267.5542,26319,1.9,132,0.1,0.0482
3949,1267.5999,22485,1.8,130,0.1,0.0564
3950,1267.6341,42123,1.8,129,0.1,0.0301
3951,1268.5525,23235,1.8,126,0.1,0.0546
3952,1268.6813,37491,1.8,126,0.1,0.0338
3953,1268.7314,22495,1.8,127,0.1,0.0564
3954,1269.545,37504,1.7,124,0.1,0.0339
3955,1269.6265,37505,1.8,130,0.1,0.0339
3956,1269.6845,22503,1.8,127,0.1,0.0564
3957,1270.5793,22511,1.8,126,0.1,0.0564
3958,1270.6272,37519,1.8,127,0.1,0.0339
3959,1270.6902,14277,1.9,133,0.1,0.089
3960,1270.7559,15998,1.8,130,0.1,0.0794
3961,1271.5708,22520,1.8,130,0.1,0.0565
3962,1271.6219,18252,2,141,0.1,0.0697
3963,1271.6786,22521,1.8,129,0.1,0.0565
3964,1271.7064,28152,2,140,0.1,0.0452
3965,1271.7621,20549,1.7,123,0.1,0.0619
3966,1272.614,32185,1.9,140,0.1,0.0395
3967,1272.6559,37549,2,142,0.1,0.0339
3968,1272.7041,23530,2.3,163,0.1,0.0541
3969,1273.5671,25042,1.8,132,0.1,0.0509
3970,1273.6066,25042,1.9,134,0.1,0.0509
3971,1273.6485,22538,1.9,138,0.1,0.0565
3972,1273.7041,22628,2,142,0.1,0.0563
3973,1273.8179,25608,2.1,154,0.1,0.0497
3974,1274.555,45093,1.7,124,0.1,0.0283
3975,1274.6038,37578,1.8,131,0.1,0.0339
3976,1274.6505,27027,1.9,135,0.1,0.0472
