peak_index,mz,mass_resolution,snr,intensity,base_peak_ratio,fwhm
3977,1274.6931,29041,1.8,132,0.1,0.0439
3978,1274.8217,24599,1.8,128,0.1,0.0518
3979,1275.5909,18796,1.9,137,0.1,0.0679
3980,1275.6683,37594,1.8,127,0.1,0.0339
3981,1275.7197,22557,1.8,129,0.1,0.0566
3982,1275.7998,16772,2.3,169,0.1,0.0761
3983,1276.5783,18804,1.8,133,0.1,0.0679
3984,1276.6791,25310,1.7,125,0.1,0.0504
3985,1276.7268,19817,1.9,137,0.1,0.0644
3986,1276.8005,20266,2,143,0.1,0.063
3987,1277.5466,22600,1.8,133,0.1,0.0565
3988,1277.5874,21460,1.8,133,0.1,0.0595
3989,1277.6414,28217,1.7,124,0.1,0.0453
3990,1277.7723,24177,2,144,0.1,0.0529
3991,1278.5809,37637,1.8,128,0.1,0.034
3992,1278.6256,20530,1.7,123,0.1,0.0623
3993,1279.5802,16136,1.9,136,0.1,0.0793
3994,1279.6227,25382,1.7,126,0.1,0.0504
3995,1279.7255,20735,1.7,124,0.1,0.0617
3996,1280.5747,28249,1.8,132,0.1,0.0453
3997,1281.575,17202,1.8,133,0.1,0.0745
3998,1282.575,25130,1.7,124,0.1,0.051
3999,1282.7283,29740,1.8,128,0.1,0.0431
4000,1283.5581,40039,1.9,142,0.1,0.0321
4001,1283.6233,37711,1.8,131,0.1,0.034
4002,1283.6672,32324,1.7,124,0.1,0.0397
4003,1283.7077,28284,1.7,127,0.1,0.0454
4004,1284.5531,37725,1.8,130,0.1,0.0341
4005,1284.6164,25150,1.7,128,0.1,0.0511
4006,1284.7067,26927,2,151,0.1,0.0477
4007,1285.5715,19980,1.8,133,0.1,0.0643
4008,1285.6108,28305,1.7,126,0.1,0.0454
4009,1285.6609,37741,1.7,129,0.1,0.0341
4010,1285.7088,18637,1.8,135,0.1,0.069
4011,1286.6164,22653,1.8,132,0.1,0.0568
4012,1286.6612,38787,1.7,127,0.1,0.0332
4013,1286.7216,17744,2.3,173,0.1,0.0725
4014,1287.5669,37769,1.7,126,0.1,0.0341
4015,1287.6152,22662,1.9,139,0.1,0.0568
4016,1287.7235,16257,2,148,0.1,0.0792
4017,1287.8343,20198,1.8,135,0.1,0.0638
4018,1288.6169,22671,1.8,132,0.1,0.0568
4019,1288.6633,28339,1.8,131,0.1,0.0455
4020,1288.7284,28339,2.1,155,0.1,0.0455
4021,1288.8386,21626,1.7,129,0.1,0.0596
4022,1289.5694,24209,1.7,129,0.1,0.0533
4023,1289.6387,28349,1.8,137,0.1,0.0455
4024,1289.7405,22680,1.7,124,0.1,0.0569
4025,1289.8162,18639,2.3,169,0.1,0.0692
4026,1290.5749,28360,1.7,128,0.1,0.0455
4027,1290.611,22688,1.7,128,0.1,0.0569
4028,1290.6583,20626,1.8,132,0.1,0.0626
4029,1291.5735,22697,1.7,124,0.1,0.0569
4030,1291.6197,22245,1.7,129,0.1,0.0581
4031,1291.6641,21247,1.8,131,0.1,0.0608
4032,1291.7949,20635,2,150,0.1,0.0626
4033,1292.5844,37842,1.7,125,0.1,0.0342
4034,1292.6267,21237,2.1,156,0.1,0.0609
4035,1292.7581,37845,1.7,128,0.1,0.0342
4036,1292.7868,21085,1.7,125,0.1,0.0613
4037,1293.6216,22715,2,150,0.1,0.057
4038,1293.7599,22519,1.7,131,0.1,0.0575
4039,1294.5816,37872,1.7,129,0.1,0.0342
4040,1294.6198,17479,1.7,128,0.1,0.0741
4041,1294.6669,28405,1.6,123,0.1,0.0456
4042,1294.7633,20694,1.7,128,0.1,0.0626
4043,1295.5832,41016,1.7,126,0.1,0.0316
4044,1295.623,26072,1.7,127,0.1,0.0497
4045,1295.7645,16879,1.7,125,0.1,0.0768
4046,1295.9018,30255,2,149,0.1,0.0428
4047,1296.5926,28426,1.7,125,0.1,0.0456
4048,1296.6745,28427,1.7,125,0.1,0.0456
4049,1296.7163,25269,1.7,129,0.1,0.0513
4050,1296.7393,37903,1.7,126,0.1,0.0342
4051,1297.5847,22749,1.7,131,0.1,0.057
4052,1297.6296,22750,1.7,125,0.1,0.057
4053,1297.6782,28438,1.7,125,0.1,0.0456
4054,1298.5742,37930,1.7,130,0.1,0.0342
4055,1298.5918,21083,1.7,127,0.1,0.0616
4056,1298.6878,25288,1.8,133,0.1,0.0514
4057,1298.7236,20690,1.9,145,0.1,0.0628
4058,1299.5935,22767,1.7,128,0.1,0.0571
4059,1299.6269,37945,1.6,123,0.1,0.0343
4060,1299.7285,20698,1.8,137,0.1,0.0628
4061,1300.6489,21932,1.7,131,0.1,0.0593
4062,1300.7368,15470,2.4,182,0.1,0.0841
4063,1301.5614,22784,1.7,131,0.1,0.0571
4064,1301.6054,20713,1.8,133,0.1,0.0628
4065,1301.6572,26384,1.7,127,0.1,0.0493
4066,1301.6994,28482,1.8,135,0.1,0.0457
4067,1301.7403,18967,2.2,167,0.1,0.0686
4068,1302.5664,20721,1.6,125,0.1,0.0629
4069,1302.6126,22372,1.8,133,0.1,0.0582
4070,1302.7067,37990,1.9,145,0.1,0.0343
4071,1302.7443,15667,2,151,0.1,0.0831
4072,1303.6158,20342,1.8,133,0.1,0.0641
4073,1303.7013,20730,1.6,125,0.1,0.0629
4074,1303.7474,20730,1.7,126,0.1,0.0629
4075,1303.8366,13805,2.3,172,0.1,0.0944
4076,1304.6254,25345,1.7,128,0.1,0.0515
4077,1304.6693,28514,1.6,124,0.1,0.0458
4078,1304.7173,22921,1.6,125,0.1,0.0569
4079,1304.8358,21205,1.9,147,0.1,0.0615
4080,1305.54,24013,1.8,141,0.1,0.0544
4081,1305.5857,21229,1.7,131,0.1,0.0615
4082,1305.6287,25355,1.7,129,0.1,0.0515
4083,1305.709,32601,1.6,124,0.1,0.0401
4084,1305.8131,20747,1.8,139,0.1,0.0629
4085,1306.5451,20752,1.7,134,0.1,0.063
4086,1306.6394,28536,1.7,132,0.1,0.0458
4087,1306.6865,29105,1.7,127,0.1,0.0449
4088,1307.6043,16699,1.8,134,0.1,0.0783
4089,1307.6885,22838,1.6,124,0.1,0.0573
4090,1307.7679,38064,1.7,129,0.1,0.0344
4091,1308.6115,22812,1.8,136,0.1,0.0574
4092,1308.7031,20039,1.9,148,0.1,0.0653
4093,1309.6135,16325,1.7,127,0.1,0.0802
4094,1309.7126,21511,1.7,134,0.1,0.0609
4095,1309.9184,26978,2.3,177,0.1,0.0486
4096,1310.6198,16448,1.7,127,0.1,0.0797
4097,1310.6755,38106,1.6,123,0.1,0.0344
4098,1310.7179,26510,1.8,142,0.1,0.0494
4099,1310.7514,11469,1.6,123,0.1,0.1143
4100,1310.922,24984,1.7,130,0.1,0.0525
4101,1311.5852,20792,1.7,130,0.1,0.0631
4102,1311.6328,21949,1.6,126,0.1,0.0598
4103,1311.7328,22873,1.7,132,0.1,0.0573
4104,1312.5957,38134,1.6,125,0.1,0.0344
4105,1312.6722,28601,1.6,123,0.1,0.0459
4106,1312.7341,16344,1.8,142,0.1,0.0803
4107,1313.5594,38148,1.7,128,0.1,0.0344
4108,1313.6502,20809,1.7,129,0.1,0.0631
4109,1313.7439,38151,1.8,137,0.1,0.0344
4110,1314.6205,26542,1.6,127,0.1,0.0495
4111,1314.6602,22898,1.6,127,0.1,0.0574
4112,1314.7534,20339,3,234,0.2,0.0646
4113,1315.58,20824,1.7,132,0.1,0.0632
4114,1315.6727,27571,1.6,124,0.1,0.0477
4115,1315.7564,18897,2.4,189,0.2,0.0696
4116,1315.8652,23090,1.8,136,0.1,0.057
4117,1316.5897,24487,1.6,127,0.1,0.0538
4118,1316.6344,22916,1.6,123,0.1,0.0575
4119,1316.7657,22690,2.4,189,0.2,0.058
4120,1317.5625,26181,1.6,125,0.1,0.0503
4121,1317.6048,29023,1.6,125,0.1,0.0454
4122,1317.637,25113,1.7,128,0.1,0.0525
4123,1317.7032,23207,1.7,132,0.1,0.0568
4124,1317.7724,21217,1.9,150,0.1,0.0621
4125,1317.8829,32699,6.9,534,0.4,0.0403
4126,1318.5738,38221,1.6,124,0.1,0.0345
4127,1318.6148,23698,1.7,133,0.1,0.0556
4128,1318.6631,25481,1.7,132,0.1,0.0517
4129,1318.7048,30995,1.6,128,0.1,0.0425
4130,1318.7345,38223,1.7,130,0.1,0.0345
4131,1318.8877,30971,4.9,378,0.3,0.0426
4132,1319.5851,25490,1.8,138,0.1,0.0518
4133,1319.6311,35848,1.6,128,0.1,0.0368
4134,1319.7176,28678,1.6,123,0.1,0.046
4135,1319.8256,15296,1.7,134,0.1,0.0863
4136,1319.8895,22873,2.3,182,0.1,0.0577
4137,1320.5691,16276,1.6,124,0.1,0.0811
4138,1320.6008,38250,1.6,126,0.1,0.0345
4139,1320.6385,20864,1.7,130,0.1,0.0633
4140,1320.6861,28689,1.6,128,0.1,0.046
4141,1321.568,23746,1.6,127,0.1,0.0557
4142,1321.6114,25510,1.6,127,0.1,0.0518
4143,1321.6574,38266,1.6,124,0.1,0.0345
4144,1322.624,38279,1.6,125,0.1,0.0346
4145,1322.6665,25520,1.6,126,0.1,0.0518
4146,1322.7129,21498,1.7,135,0.1,0.0615
4147,1323.6376,22044,1.6,123,0.1,0.06
4148,1323.725,28722,1.7,135,0.1,0.0461
4149,1323.7753,23108,1.6,123,0.1,0.0573
4150,1323.9345,33616,9.5,738,0.6,0.0394
4151,1324.6902,38309,1.7,135,0.1,0.0346
4152,1324.7416,23922,1.7,135,0.1,0.0554
4153,1324.9378,34591,7.6,591,0.5,0.0383
4154,1325.6729,22994,1.7,130,0.1,0.0577
4155,1325.7401,21961,1.7,136,0.1,0.0604
4156,1325.941,32611,3.6,280,0.2,0.0407
4157,1326.5888,19923,1.7,134,0.1,0.0666
4158,1326.6412,38338,1.6,123,0.1,0.0346
4159,1326.6814,26019,1.7,136,0.1,0.051
4160,1326.7282,25588,1.7,136,0.1,0.0519
4161,1327.5658,13148,1.6,123,0.1,0.101
4162,1327.6022,28764,1.6,124,0.1,0.0462
4163,1327.6952,24772,1.7,136,0.1,0.0536
4164,1327.7415,25569,1.7,129,0.1,0.0519
4165,1328.6223,25137,1.6,125,0.1,0.0529
4166,1328.6734,15347,1.6,126,0.1,0.0866
4167,1328.7601,24297,1.9,152,0.1,0.0547
4168,1329.5876,18814,1.7,130,0.1,0.0707
4169,1329.6838,21057,1.6,125,0.1,0.0631
4170,1329.7297,32899,1.7,130,0.1,0.0404
4171,1329.7665,14725,1.8,139,0.1,0.0903
4172,1330.7329,19198,1.9,147,0.1,0.0693
4173,1331.6381,38410,1.6,127,0.1,0.0347
4174,1331.7238,24573,1.7,137,0.1,0.0542
4175,1331.7424,20951,1.8,141,0.1,0.0636
4176,1331.8986,31895,7.8,616,0.5,0.0418
4177,1332.5959,38424,1.7,130,0.1,0.0347
4178,1332.6361,20959,1.7,135,0.1,0.0636
4179,1332.729,38425,1.9,147,0.1,0.0347
4180,1332.9026,26616,5.6,442,0.4,0.0501
4181,1333.5659,25644,1.6,123,0.1,0.052
4182,1333.6085,23063,1.7,131,0.1,0.0578
4183,1333.6389,57658,1.6,125,0.1,0.0231
4184,1333.7133,25627,1.6,130,0.1,0.052
4185,1333.7423,23590,1.7,137,0.1,0.0565
4186,1333.878,20837,2.8,217,0.2,0.064
4187,1333.8892,17164,2.9,233,0.2,0.0777
4188,1334.6287,38453,1.6,125,0.1,0.0347
4189,1334.6761,24064,1.7,135,0.1,0.0555
4190,1334.7188,18318,1.6,129,0.1,0.0729
4191,1334.8635,22860,2.1,162,0.1,0.0584
4192,1335.6025,25185,1.6,123,0.1,0.053
4193,1335.643,20982,1.7,132,0.1,0.0637
4194,1335.6914,34168,1.6,124,0.1,0.0391
4195,1335.7154,38468,1.6,123,0.1,0.0347
4196,1335.7867,19680,1.6,126,0.1,0.0679
4197,1336.6645,32985,1.7,132,0.1,0.0405
4198,1336.7396,15870,1.9,150,0.1,0.0842
4199,1337.5598,14733,1.6,126,0.1,0.0908
4200,1337.6396,25664,1.6,123,0.1,0.0521
4201,1337.6786,27859,1.6,125,0.1,0.048
4202,1337.7381,20563,1.8,140,0.1,0.0651
4203,1337.95,34980,8.9,701,0.6,0.0382
4204,1338.5629,23106,1.7,138,0.1,0.0579
4205,1338.7041,38511,1.7,138,0.1,0.0348
4206,1338.7499,18790,2.1,167,0.1,0.0712
4207,1338.9534,32445,6.7,532,0.4,0.0413
4208,1339.6027,38524,1.6,129,0.1,0.0348
4209,1339.6777,57788,1.6,127,0.1,0.0232
4210,1339.7583,15093,1.9,150,0.1,0.0888
4211,1339.9546,28845,3.5,280,0.2,0.0465
4212,1340.6045,22814,1.6,124,0.1,0.0588
4213,1340.7445,28906,1.8,140,0.1,0.0464
4214,1341.711,21030,1.6,126,0.1,0.0638
4215,1341.7672,23949,1.6,126,0.1,0.056
4216,1342.6433,26426,1.6,127,0.1,0.0508
4217,1342.689,21038,1.6,127,0.1,0.0638
4218,1342.771,38570,1.6,126,0.1,0.0348
4219,1343.6167,24169,1.6,124,0.1,0.0556
4220,1343.7629,23151,1.6,124,0.1,0.058
4221,1343.8996,27881,2.3,186,0.2,0.0482
4222,1344.6436,28948,1.6,128,0.1,0.0465
4223,1344.689,25732,1.6,128,0.1,0.0523
4224,1344.7321,21054,1.7,133,0.1,0.0639
4225,1344.9044,22962,1.9,150,0.1,0.0586
4226,1345.5722,28958,1.6,124,0.1,0.0465
4227,1345.6175,23167,1.6,126,0.1,0.0581
4228,1345.6607,21061,1.6,128,0.1,0.0639
4229,1345.7312,38612,1.6,127,0.1,0.0349
4230,1345.9158,35834,40.4,3224,2.6,0.0376
4231,1346.5953,26084,1.6,128,0.1,0.0516
4232,1346.6914,38626,1.7,138,0.1,0.0349
4233,1346.7288,28970,1.8,141,0.1,0.0465
4234,1346.9194,37100,31.6,2518,2.1,0.0363
4235,1347.5795,29407,1.7,134,0.1,0.0458
4236,1347.6644,27149,1.7,135,0.1,0.0496
4237,1347.7103,24230,1.9,148,0.1,0.0556
4238,1347.9218,31084,12.3,982,0.8,0.0434
4239,1348.5985,19327,1.6,127,0.1,0.0698
4240,1348.685,25177,1.9,149,0.1,0.0536
4241,1348.9217,23361,3.9,316,0.3,0.0577
4242,1349.5728,29841,1.6,126,0.1,0.0452
4243,1349.6199,26179,1.6,129,0.1,0.0516
4244,1349.6654,29002,1.6,131,0.1,0.0465
4245,1349.7059,23202,1.7,136,0.1,0.0582
4246,1349.8793,21094,1.7,140,0.1,0.064
4247,1349.9374,20915,1.8,147,0.1,0.0645
4248,1350.6433,23210,1.6,128,0.1,0.0582
4249,1350.6855,24004,1.7,136,0.1,0.0563
4250,1350.7365,29013,1.7,136,0.1,0.0466
4251,1351.57,19348,1.6,126,0.1,0.0699
4252,1351.6632,23219,1.6,126,0.1,0.0582
4253,1351.8142,23220,1.6,127,0.1,0.0582
4254,1351.9657,35243,22.2,1781,1.5,0.0384
4255,1352.5928,23226,1.6,125,0.1,0.0582
4256,1352.6449,29034,1.6,126,0.1,0.0466
4257,1352.7009,23227,1.8,142,0.1,0.0582
4258,1352.7684,38713,1.7,133,0.1,0.0349
4259,1352.9695,37677,19.1,1529,1.2,0.0359
4260,1353.5756,38725,1.6,132,0.1,0.035
4261,1353.6202,24237,1.7,134,0.1,0.0559
4262,1353.6707,29045,1.6,128,0.1,0.0466
4263,1353.7143,21124,1.8,146,0.1,0.0641
4264,1353.8065,22239,1.7,134,0.1,0.0609
4265,1353.9721,31724,7.4,596,0.5,0.0427
4266,1354.6048,23244,1.6,132,0.1,0.0583
4267,1354.631,23244,1.6,129,0.1,0.0583
4268,1354.7241,19371,2,161,0.1,0.0699
4269,1354.7855,21923,1.6,132,0.1,0.0618
4270,1354.9736,30221,2.8,221,0.2,0.0448
4271,1355.5986,58131,1.5,124,0.1,0.0233
4272,1355.6274,29066,1.6,125,0.1,0.0466
4273,1355.7212,19757,1.9,149,0.1,0.0686
4274,1356.6551,29978,1.6,126,0.1,0.0453
4275,1356.7223,38770,1.6,131,0.1,0.035
4276,1356.7922,23982,1.6,127,0.1,0.0566
4277,1357.9141,27050,2.4,193,0.2,0.0502
4278,1358.6122,38797,1.5,125,0.1,0.035
4279,1358.6589,23279,1.5,123,0.1,0.0584
4280,1358.7177,29099,1.6,130,0.1,0.0467
4281,1358.9178,22877,1.9,155,0.1,0.0594
4282,1359.6396,26582,1.6,126,0.1,0.0511
4283,1359.6817,23287,1.5,125,0.1,0.0584
4284,1359.7283,29109,1.6,128,0.1,0.0467
4285,1359.9305,34533,31.1,2508,2,0.0394
4286,1360.5774,27010,1.5,124,0.1,0.0504
4287,1360.6468,28034,1.7,137,0.1,0.0485
4288,1360.669,33279,1.7,138,0.1,0.0409
4289,1360.7296,18083,2,160,0.1,0.0753
4290,1360.9344,34926,24.6,1979,1.6,0.039
4291,1361.6462,19420,1.7,137,0.1,0.0701
4292,1361.7387,21186,2,159,0.1,0.0643
4293,1361.926,28078,12.1,978,0.8,0.0485
4294,1362.5893,23312,1.5,123,0.1,0.0584
4295,1362.6306,30172,1.7,139,0.1,0.0452
4296,1362.712,15542,1.8,142,0.1,0.0877
4297,1362.9044,20453,7.2,577,0.5,0.0666
4298,1363.5655,21200,1.5,124,0.1,0.0643
4299,1363.7056,29152,1.6,132,0.1,0.0468
4300,1363.7482,26260,1.6,127,0.1,0.0519
4301,1363.8229,38871,1.6,132,0.1,0.0351
4302,1363.9014,26165,4.1,330,0.3,0.0521
4303,1364.5988,23426,1.5,123,0.1,0.0583
4304,1364.6455,38883,1.6,126,0.1,0.0351
4305,1364.6938,29163,1.6,126,0.1,0.0468
4306,1364.9064,26418,2,160,0.1,0.0517
4307,1365.5809,24858,1.6,126,0.1,0.0549
4308,1365.8426,38900,1.7,134,0.1,0.0351
4309,1365.9811,34672,14.3,1154,0.9,0.0394
4310,1366.6349,33352,1.6,130,0.1,0.041
4311,1366.7091,18226,1.5,125,0.1,0.075
4312,1366.9847,35508,11.5,928,0.8,0.0385
4313,1367.6438,23355,1.5,125,0.1,0.0586
4314,1367.7322,27443,1.6,125,0.1,0.0498
4315,1367.7813,23357,1.6,127,0.1,0.0586
4316,1367.8227,25180,1.6,130,0.1,0.0543
4317,1367.9839,26926,5.1,411,0.3,0.0508
4318,1368.7038,38941,1.6,126,0.1,0.0351
4319,1368.7172,58411,1.5,125,0.1,0.0234
4320,1368.749,23365,1.6,126,0.1,0.0586
4321,1368.808,26436,1.5,125,0.1,0.0518
4322,1368.9815,21530,2.2,181,0.1,0.0636
4323,1369.6526,29216,1.5,123,0.1,0.0469
4324,1369.7456,23373,1.5,125,0.1,0.0586
4325,1370.6797,19484,1.5,123,0.1,0.0703
4326,1371.9313,27427,3.3,271,0.2,0.05
4327,1372.9343,30223,2.9,231,0.2,0.0454
4328,1373.6426,26007,1.5,124,0.1,0.0528
4329,1373.6902,24168,1.7,135,0.1,0.0568
4330,1373.7317,39012,1.6,127,0.1,0.0352
4331,1373.9468,35319,84.4,6849,5.6,0.0389
4332,1374.5812,25318,1.6,130,0.1,0.0543
4333,1374.6328,24889,1.7,140,0.1,0.0552
4334,1374.6796,23415,1.9,151,0.1,0.0587
4335,1374.7573,21287,1.7,137,0.1,0.0646
4336,1374.9506,35698,66.5,5401,4.4,0.0385
4337,1375.5238,23872,1.5,123,0.1,0.0576
4338,1375.5796,12980,1.7,135,0.1,0.106
4339,1375.6344,30052,2,159,0.1,0.0458
4340,1375.6624,117119,1.8,150,0.1,0.0117
4341,1375.6744,234237,1.7,137,0.1,0.0059
4342,1375.7084,27390,2,159,0.1,0.0502
4343,1375.753,17857,1.9,154,0.1,0.077
4344,1375.9509,30154,28.2,2288,1.9,0.0456
4345,1376.6044,26035,1.9,155,0.1,0.0529
4346,1376.6487,29290,1.8,147,0.1,0.047
4347,1376.7109,11860,2,160,0.1,0.1161
4348,1376.9491,24646,9.2,747,0.6,0.0559
4349,1377.5459,39066,1.5,123,0.1,0.0353
4350,1377.5938,19691,1.6,132,0.1,0.07
4351,1377.6357,24981,1.8,144,0.1,0.0551
4352,1377.7122,28133,1.9,152,0.1,0.049
4353,1377.773,29302,1.6,128,0.1,0.047
4354,1377.8295,24556,1.6,129,0.1,0.0561
4355,1377.9129,17691,4.8,394,0.3,0.0779
4356,1378.6203,39081,1.6,127,0.1,0.0353
4357,1378.6705,26055,1.6,134,0.1,0.0529
4358,1378.7671,21448,3.3,266,0.2,0.0643
4359,1378.908,17548,2.9,235,0.2,0.0786
4360,1379.6552,16755,1.5,125,0.1,0.0823
4361,1379.71,25478,1.5,123,0.1,0.0542
4362,1379.8574,24592,2,162,0.1,0.0561
4363,1379.8911,24377,2.1,172,0.1,0.0566
4364,1379.9961,35662,12,972,0.8,0.0387
4365,1380.7145,29333,1.5,124,0.1,0.0471
4366,1380.8602,14989,2.2,179,0.1,0.0921
4367,1381.0007,33309,9.5,773,0.6,0.0415
4368,1381.8614,19748,2.1,171,0.1,0.07
4369,1382.0023,27075,4.2,341,0.3,0.051
4370,1382.8566,19452,1.9,152,0.1,0.0711
4371,1382.9992,21482,2,160,0.1,0.0644
4372,1383.8497,21831,1.6,127,0.1,0.0634
4373,1385.946,25975,3.2,262,0.2,0.0534
4374,1386.9491,25191,2.7,222,0.2,0.0551
4375,1387.9613,34702,42.6,3468,2.8,0.04
4376,1388.6598,29418,1.6,133,0.1,0.0472
4377,1388.7034,29418,1.6,130,0.1,0.0472
4378,1388.7602,23535,1.5,124,0.1,0.059
4379,1388.9652,34290,34,2771,2.3,0.0405
4380,1389.6515,21815,1.6,134,0.1,0.0637
4381,1389.7004,19619,1.7,136,0.1,0.0708
4382,1389.9357,27140,22.6,1840,1.5,0.0512
4383,1390.5537,27134,1.5,124,0.1,0.0512
4384,1390.5999,23551,1.6,133,0.1,0.059
4385,1390.6453,24066,1.7,141,0.1,0.0578
4386,1390.6867,26168,1.7,138,0.1,0.0531
4387,1390.7158,33645,1.8,144,0.1,0.0413
4388,1390.7806,18707,1.6,128,0.1,0.0743
4389,1390.9329,24210,16.2,1321,1.1,0.0575
4390,1391.5891,39354,1.5,124,0.1,0.0354
4391,1391.6624,39266,1.7,138,0.1,0.0354
4392,1391.6837,39266,1.7,137,0.1,0.0354
4393,1391.7274,29450,1.6,131,0.1,0.0473
4394,1391.9313,20082,8.1,661,0.5,0.0693
4395,1392.6326,29460,1.6,127,0.1,0.0473
4396,1392.6739,22849,1.7,137,0.1,0.061
4397,1392.9302,16604,3.6,296,0.2,0.0839
4398,1393.9033,26434,2.2,181,0.1,0.0527
4399,1394.0116,33366,7.6,620,0.5,0.0418
4400,1394.6687,23585,1.5,124,0.1,0.0591
4401,1394.8765,33695,2.2,179,0.1,0.0414
4402,1395.0157,31009,6,492,0.4,0.045
4403,1395.8779,20573,2.2,178,0.1,0.0679
4404,1396.0167,25947,3.3,266,0.2,0.0538
4405,1396.874,15065,1.6,132,0.1,0.0927
4406,1397.8698,14861,1.5,123,0.1,0.0941
4407,1399.9604,26425,2.7,224,0.2,0.053
4408,1400.9625,25578,2.3,190,0.2,0.0548
4409,1401.9774,34430,36.2,2960,2.4,0.0407
4410,1402.9812,34815,30.9,2523,2.1,0.0403
4411,1403.6046,23696,1.5,126,0.1,0.0592
4412,1403.6651,25160,1.5,126,0.1,0.0558
4413,1403.7099,24339,1.6,130,0.1,0.0577
4414,1403.7683,16901,1.5,126,0.1,0.0831
4415,1403.9744,29505,14.7,1202,1,0.0476
4416,1404.6151,28145,1.6,130,0.1,0.0499
4417,1404.6613,29587,1.6,130,0.1,0.0475
4418,1404.7037,36874,1.5,126,0.1,0.0381
4419,1404.7264,59175,1.5,126,0.1,0.0237
4420,1404.7591,33814,1.5,124,0.1,0.0415
4421,1404.9487,22742,9.9,807,0.7,0.0618
4422,1405.6112,33825,1.6,128,0.1,0.0416
4423,1405.7014,21101,1.6,127,0.1,0.0666
4424,1405.9403,22344,7.7,630,0.5,0.0629
4425,1406.9384,21997,4.6,376,0.3,0.064
4426,1407.8957,23697,2.9,238,0.2,0.0594
4427,1407.9273,19880,2.6,215,0.2,0.0708
4428,1408.028,30460,3.7,306,0.2,0.0462
4429,1408.8942,19799,3.3,268,0.2,0.0712
4430,1409.0311,34712,3.4,280,0.2,0.0406
4431,1409.8939,20545,3.1,253,0.2,0.0686
4432,1410.0306,19970,1.9,152,0.1,0.0706
4433,1410.8903,18913,2.5,205,0.2,0.0746
4434,1411.8842,18956,2,163,0.1,0.0745
4435,1413.977,27498,2.7,218,0.2,0.0514
4436,1414.9794,28227,2.3,189,0.2,0.0501
4437,1415.9924,34243,21,1722,1.4,0.0414
4438,1416.996,34325,17.2,1404,1.1,0.0413
4439,1417.969,26636,10.4,851,0.7,0.0532
4440,1418.6251,16026,1.5,125,0.1,0.0885
4441,1418.8174,39647,1.5,125,0.1,0.0358
4442,1418.9622,20996,7.5,615,0.5,0.0676
4443,1419.9558,18852,5.3,436,0.4,0.0753
4444,1420.9519,17755,3.2,263,0.2,0.08
4445,1421.9277,22174,2.7,221,0.2,0.0641
4446,1422.0422,23141,1.9,154,0.1,0.0615
4447,1422.9085,24947,2.6,212,0.2,0.057
4448,1423.0465,28111,1.7,142,0.1,0.0506
4449,1423.9107,21665,2.9,241,0.2,0.0657
4450,1424.908,21672,2.3,186,0.2,0.0657
4451,1425.8983,16307,2.1,171,0.1,0.0874
4452,1427.9865,20334,1.5,123,0.1,0.0702
4453,1430.0078,29790,8.5,693,0.6,0.048
4454,1431.0115,29236,6.8,554,0.5,0.0489
4455,1431.9788,17839,6.3,517,0.4,0.0803
4456,1432.9762,22519,5.1,416,0.3,0.0636
4457,1433.9681,19357,4.1,339,0.3,0.0741
4458,1434.9662,21517,2.7,225,0.2,0.0667
4459,1435.9415,22683,2.7,221,0.2,0.0633
4460,1436.9355,19691,2.6,211,0.2,0.073
4461,1437.9623,29143,7.5,615,0.5,0.0493
4462,1438.9658,28550,5.9,484,0.4,0.0504
4463,1439.9207,21786,2.2,181,0.1,0.0661
4464,1439.9673,24613,3.2,264,0.2,0.0585
4465,1440.9142,21793,1.6,132,0.1,0.0661
4466,1440.9695,19420,1.5,124,0.1,0.0742
4467,1443.8611,22064,1.9,153,0.1,0.0654
4468,1444.0218,26148,3.6,293,0.2,0.0552
4469,1444.8657,19048,1.5,124,0.1,0.0759
4470,1445.0249,26025,3.2,258,0.2,0.0555
4471,1445.8595,18450,1.9,153,0.1,0.0784
4472,1445.9835,22231,3.3,272,0.2,0.065
4473,1446.8513,24388,1.6,129,0.1,0.0593
4474,1446.9871,20380,2.7,218,0.2,0.071
4475,1447.8613,19728,1.6,134,0.1,0.0734
4476,1447.9777,24803,2.6,214,0.2,0.0584
4477,1448.9703,22010,1.8,150,0.1,0.0658
4478,1449.9517,14110,2.1,174,0.1,0.1028
4479,1450.9466,20617,2.3,184,0.2,0.0704
4480,1451.9764,22041,5.5,448,0.4,0.0659
4481,1452.9813,25177,4.6,378,0.3,0.0577
4482,1453.9493,24500,3.4,279,0.2,0.0593
4483,1454.9483,20074,2.5,205,0.2,0.0725
4484,1455.9325,26775,1.6,126,0.1,0.0544
4485,1458.0352,17016,1.6,131,0.1,0.0857
4486,1459.8713,21327,1.6,129,0.1,0.0685
4487,1459.9982,26812,1.6,132,0.1,0.0545
4488,1460.9971,22133,1.6,129,0.1,0.066
4489,1461.868,21951,1.5,124,0.1,0.0666
4490,1461.9687,18575,1.7,136,0.1,0.0787
4491,1463.9725,19566,2.4,194,0.2,0.0748
4492,1464.9758,22794,2.3,191,0.2,0.0643
4493,1465.846,16376,1.6,129,0.1,0.0895
4494,1465.9941,34365,13.7,1108,0.9,0.0427
4495,1466.8592,20156,1.7,137,0.1,0.0728
4496,1466.9989,33209,10.8,880,0.7,0.0442
4497,1467.8501,16131,1.6,129,0.1,0.091
